"Friday_of_Week","NFCI","ANFCI","Risk","Credit","Leverage","Nonfinancial Leverage","Detrended Credit-to-GDP Ratio"
"07/23/1999","-0.24","0","-0.19","-0.07","0.81","0.51",""
"07/30/1999","-0.21","0.05","-0.16","-0.07","0.86","0.51",""
"08/06/1999","-0.19","0.1","-0.14","-0.07","0.91","0.51",""
"08/13/1999","-0.17","0.13","-0.12","-0.06","0.97","0.52",""
"08/20/1999","-0.16","0.14","-0.12","-0.06","1.03","0.52",""
"08/27/1999","-0.15","0.15","-0.11","-0.05","1.09","0.52",""
"09/03/1999","-0.14","0.15","-0.11","-0.05","1.13","0.52",""
"09/10/1999","-0.13","0.17","-0.1","-0.04","1.16","0.52",""
"09/17/1999","-0.12","0.21","-0.08","-0.04","1.18","0.52",""
"09/24/1999","-0.1","0.25","-0.06","-0.04","1.18","0.52",""
"10/01/1999","-0.08","0.3","-0.04","-0.04","1.16","0.52","-0.85"
"10/08/1999","-0.07","0.34","-0.02","-0.04","1.13","0.53",""
"10/15/1999","-0.07","0.35","-0.01","-0.04","1.09","0.53",""
"10/22/1999","-0.08","0.33","-0.02","-0.03","1.06","0.53",""
"10/29/1999","-0.1","0.29","-0.03","-0.03","1.03","0.53",""
"11/05/1999","-0.12","0.23","-0.06","-0.02","1.02","0.54",""
"11/12/1999","-0.14","0.18","-0.1","-0","1.03","0.54",""
"11/19/1999","-0.16","0.14","-0.13","0.01","1.05","0.54",""
"11/26/1999","-0.17","0.13","-0.17","0.03","1.09","0.55",""
"12/03/1999","-0.17","0.13","-0.19","0.05","1.15","0.55",""
"12/10/1999","-0.16","0.14","-0.2","0.07","1.2","0.55",""
"12/17/1999","-0.16","0.14","-0.21","0.08","1.26","0.56",""
"12/24/1999","-0.16","0.14","-0.22","0.08","1.31","0.56",""
"12/31/1999","-0.16","0.12","-0.23","0.07","1.36","0.57","-0.69"
"01/07/2000","-0.17","0.1","-0.23","0.05","1.4","0.57",""
"01/14/2000","-0.19","0.08","-0.24","0.04","1.43","0.58",""
"01/21/2000","-0.2","0.06","-0.25","0.02","1.45","0.58",""
"01/28/2000","-0.21","0.04","-0.25","0","1.46","0.59",""
"02/04/2000","-0.21","0.04","-0.25","-0.01","1.47","0.59",""
"02/11/2000","-0.21","0.03","-0.25","-0.01","1.46","0.59",""
"02/18/2000","-0.2","0.03","-0.24","-0.01","1.45","0.6",""
"02/25/2000","-0.19","0.04","-0.23","-0","1.43","0.6",""
"03/03/2000","-0.17","0.06","-0.21","0.01","1.39","0.6",""
"03/10/2000","-0.15","0.09","-0.18","0.02","1.35","0.61",""
"03/17/2000","-0.13","0.12","-0.15","0.04","1.3","0.61",""
"03/24/2000","-0.11","0.16","-0.12","0.05","1.24","0.61",""
"03/31/2000","-0.08","0.18","-0.08","0.06","1.17","0.61","-0.82"
"04/07/2000","-0.07","0.19","-0.05","0.07","1.1","0.61",""
"04/14/2000","-0.05","0.19","-0.03","0.09","1.03","0.62",""
"04/21/2000","-0.04","0.2","-0","0.09","0.96","0.62",""
"04/28/2000","-0.02","0.23","0.02","0.1","0.9","0.62",""
"05/05/2000","-0","0.28","0.05","0.11","0.83","0.63",""
"05/12/2000","0.01","0.34","0.08","0.12","0.77","0.63",""
"05/19/2000","0.03","0.39","0.1","0.13","0.71","0.63",""
"05/26/2000","0.04","0.42","0.12","0.14","0.66","0.64",""
"06/02/2000","0.05","0.44","0.13","0.15","0.61","0.64",""
"06/09/2000","0.05","0.44","0.12","0.16","0.56","0.65",""
"06/16/2000","0.04","0.43","0.11","0.16","0.52","0.65",""
"06/23/2000","0.03","0.41","0.09","0.17","0.47","0.66",""
"06/30/2000","0.01","0.38","0.06","0.17","0.42","0.67","-0.64"
"07/07/2000","-0.02","0.32","0.02","0.17","0.36","0.67",""
"07/14/2000","-0.05","0.26","-0.02","0.18","0.29","0.68",""
"07/21/2000","-0.08","0.2","-0.05","0.17","0.21","0.69",""
"07/28/2000","-0.11","0.13","-0.09","0.17","0.13","0.69",""
"08/04/2000","-0.14","0.08","-0.12","0.17","0.04","0.7",""
"08/11/2000","-0.16","0.05","-0.14","0.17","-0.05","0.7",""
"08/18/2000","-0.18","0.03","-0.16","0.17","-0.14","0.71",""
"08/25/2000","-0.19","0.02","-0.16","0.16","-0.22","0.72",""
"09/01/2000","-0.2","0.01","-0.17","0.16","-0.29","0.72",""
"09/08/2000","-0.2","0","-0.16","0.16","-0.36","0.72",""
"09/15/2000","-0.2","0","-0.16","0.16","-0.42","0.73",""
"09/22/2000","-0.19","0","-0.15","0.16","-0.46","0.73",""
"09/29/2000","-0.19","0.01","-0.14","0.17","-0.5","0.74","-0.71"
"10/06/2000","-0.18","0.02","-0.14","0.18","-0.53","0.74",""
"10/13/2000","-0.17","0.03","-0.13","0.19","-0.57","0.74",""
"10/20/2000","-0.17","0.02","-0.14","0.22","-0.6","0.74",""
"10/27/2000","-0.16","0","-0.14","0.25","-0.65","0.74",""
"11/03/2000","-0.15","-0.01","-0.15","0.29","-0.7","0.74",""
"11/10/2000","-0.14","-0.02","-0.15","0.35","-0.77","0.74",""
"11/17/2000","-0.13","-0.01","-0.14","0.4","-0.85","0.74",""
"11/24/2000","-0.1","0.02","-0.14","0.46","-0.94","0.74",""
"12/01/2000","-0.08","0.07","-0.12","0.52","-1.04","0.74",""
"12/08/2000","-0.06","0.1","-0.12","0.57","-1.14","0.74",""
"12/15/2000","-0.05","0.11","-0.11","0.6","-1.25","0.74",""
"12/22/2000","-0.05","0.11","-0.12","0.62","-1.35","0.74",""
"12/29/2000","-0.08","0.07","-0.13","0.62","-1.44","0.73","-0.53"
"01/05/2001","-0.11","0.03","-0.16","0.6","-1.51","0.73",""
"01/12/2001","-0.15","-0.01","-0.19","0.57","-1.56","0.73",""
"01/19/2001","-0.19","-0.05","-0.23","0.53","-1.61","0.73",""
"01/26/2001","-0.23","-0.08","-0.27","0.5","-1.64","0.73",""
"02/02/2001","-0.26","-0.11","-0.29","0.47","-1.66","0.72",""
"02/09/2001","-0.28","-0.14","-0.31","0.45","-1.67","0.72",""
"02/16/2001","-0.29","-0.15","-0.31","0.43","-1.68","0.72",""
"02/23/2001","-0.28","-0.16","-0.31","0.41","-1.69","0.72",""
"03/02/2001","-0.28","-0.16","-0.29","0.4","-1.7","0.72",""
"03/09/2001","-0.26","-0.15","-0.27","0.39","-1.7","0.72",""
"03/16/2001","-0.25","-0.14","-0.26","0.38","-1.7","0.72",""
"03/23/2001","-0.25","-0.14","-0.24","0.37","-1.7","0.72",""
"03/30/2001","-0.25","-0.14","-0.24","0.35","-1.69","0.72","-0.45"
"04/06/2001","-0.26","-0.16","-0.24","0.33","-1.68","0.72",""
"04/13/2001","-0.28","-0.19","-0.26","0.31","-1.67","0.72",""
"04/20/2001","-0.3","-0.23","-0.29","0.29","-1.66","0.72",""
"04/27/2001","-0.33","-0.26","-0.31","0.26","-1.66","0.72",""
"05/04/2001","-0.36","-0.29","-0.34","0.24","-1.65","0.72",""
"05/11/2001","-0.39","-0.31","-0.37","0.23","-1.65","0.71",""
"05/18/2001","-0.41","-0.33","-0.39","0.21","-1.66","0.71",""
"05/25/2001","-0.42","-0.34","-0.41","0.21","-1.66","0.71",""
"06/01/2001","-0.43","-0.36","-0.42","0.2","-1.68","0.71",""
"06/08/2001","-0.44","-0.38","-0.43","0.2","-1.69","0.7",""
"06/15/2001","-0.44","-0.4","-0.44","0.21","-1.7","0.7",""
"06/22/2001","-0.45","-0.41","-0.45","0.21","-1.72","0.7",""
"06/29/2001","-0.46","-0.42","-0.46","0.21","-1.73","0.69","-0.3"
"07/06/2001","-0.47","-0.42","-0.48","0.21","-1.73","0.69",""
"07/13/2001","-0.48","-0.43","-0.49","0.2","-1.72","0.68",""
"07/20/2001","-0.49","-0.44","-0.51","0.19","-1.71","0.68",""
"07/27/2001","-0.51","-0.45","-0.52","0.18","-1.69","0.67",""
"08/03/2001","-0.52","-0.47","-0.53","0.18","-1.67","0.67",""
"08/10/2001","-0.51","-0.48","-0.52","0.18","-1.64","0.66",""
"08/17/2001","-0.5","-0.48","-0.5","0.18","-1.61","0.66",""
"08/24/2001","-0.47","-0.45","-0.48","0.19","-1.58","0.66",""
"08/31/2001","-0.44","-0.41","-0.44","0.21","-1.54","0.65",""
"09/07/2001","-0.4","-0.37","-0.41","0.23","-1.51","0.65",""
"09/14/2001","-0.36","-0.33","-0.38","0.25","-1.49","0.64",""
"09/21/2001","-0.33","-0.31","-0.36","0.28","-1.47","0.63",""
"09/28/2001","-0.33","-0.31","-0.36","0.29","-1.45","0.63","-0.18"
"10/05/2001","-0.34","-0.33","-0.37","0.31","-1.44","0.62",""
"10/12/2001","-0.35","-0.35","-0.4","0.31","-1.43","0.62",""
"10/19/2001","-0.38","-0.37","-0.42","0.31","-1.41","0.61",""
"10/26/2001","-0.4","-0.4","-0.45","0.31","-1.4","0.6",""
"11/02/2001","-0.41","-0.43","-0.46","0.31","-1.38","0.6",""
"11/09/2001","-0.42","-0.45","-0.47","0.31","-1.35","0.59",""
"11/16/2001","-0.41","-0.45","-0.46","0.31","-1.33","0.58",""
"11/23/2001","-0.4","-0.43","-0.45","0.31","-1.3","0.57",""
"11/30/2001","-0.37","-0.39","-0.43","0.31","-1.27","0.56",""
"12/07/2001","-0.35","-0.35","-0.42","0.32","-1.23","0.55",""
"12/14/2001","-0.34","-0.32","-0.41","0.31","-1.2","0.54",""
"12/21/2001","-0.34","-0.32","-0.41","0.31","-1.16","0.53",""
"12/28/2001","-0.36","-0.36","-0.42","0.29","-1.13","0.52","0.07"
"01/04/2002","-0.38","-0.41","-0.44","0.27","-1.09","0.51",""
"01/11/2002","-0.42","-0.47","-0.47","0.24","-1.05","0.51",""
"01/18/2002","-0.45","-0.52","-0.5","0.21","-1.02","0.5",""
"01/25/2002","-0.47","-0.54","-0.52","0.18","-0.98","0.49",""
"02/01/2002","-0.49","-0.53","-0.54","0.16","-0.95","0.48",""
"02/08/2002","-0.49","-0.52","-0.55","0.14","-0.93","0.48",""
"02/15/2002","-0.5","-0.5","-0.56","0.13","-0.91","0.47",""
"02/22/2002","-0.5","-0.49","-0.56","0.12","-0.91","0.47",""
"03/01/2002","-0.5","-0.49","-0.56","0.12","-0.92","0.47",""
"03/08/2002","-0.5","-0.5","-0.55","0.11","-0.93","0.46",""
"03/15/2002","-0.5","-0.49","-0.55","0.1","-0.96","0.46",""
"03/22/2002","-0.5","-0.49","-0.54","0.09","-0.98","0.46",""
"03/29/2002","-0.51","-0.48","-0.54","0.08","-1.01","0.46","0.19"
"04/05/2002","-0.52","-0.49","-0.55","0.06","-1.04","0.46",""
"04/12/2002","-0.54","-0.5","-0.56","0.04","-1.06","0.47",""
"04/19/2002","-0.56","-0.54","-0.58","0.01","-1.08","0.47",""
"04/26/2002","-0.59","-0.58","-0.6","-0.01","-1.09","0.47",""
"05/03/2002","-0.61","-0.62","-0.62","-0.03","-1.1","0.47",""
"05/10/2002","-0.63","-0.66","-0.64","-0.04","-1.1","0.47",""
"05/17/2002","-0.64","-0.67","-0.65","-0.05","-1.1","0.47",""
"05/24/2002","-0.64","-0.67","-0.65","-0.05","-1.1","0.47",""
"05/31/2002","-0.63","-0.66","-0.65","-0.04","-1.1","0.47",""
"06/07/2002","-0.61","-0.64","-0.63","-0.02","-1.1","0.47",""
"06/14/2002","-0.59","-0.63","-0.62","-0","-1.1","0.47",""
"06/21/2002","-0.57","-0.62","-0.59","0.02","-1.11","0.47",""
"06/28/2002","-0.54","-0.6","-0.57","0.05","-1.11","0.47","0.22"
"07/05/2002","-0.52","-0.59","-0.54","0.07","-1.12","0.46",""
"07/12/2002","-0.49","-0.56","-0.52","0.1","-1.12","0.46",""
"07/19/2002","-0.47","-0.53","-0.5","0.11","-1.12","0.46",""
"07/26/2002","-0.45","-0.5","-0.48","0.13","-1.11","0.45",""
"08/02/2002","-0.44","-0.49","-0.46","0.14","-1.1","0.45",""
"08/09/2002","-0.43","-0.47","-0.45","0.15","-1.08","0.45",""
"08/16/2002","-0.42","-0.47","-0.45","0.16","-1.05","0.44",""
"08/23/2002","-0.42","-0.47","-0.44","0.17","-1.02","0.44",""
"08/30/2002","-0.41","-0.47","-0.44","0.17","-0.98","0.44",""
"09/06/2002","-0.4","-0.46","-0.43","0.18","-0.94","0.43",""
"09/13/2002","-0.39","-0.44","-0.42","0.18","-0.9","0.43",""
"09/20/2002","-0.37","-0.42","-0.41","0.18","-0.86","0.43",""
"09/27/2002","-0.36","-0.4","-0.41","0.19","-0.83","0.42","0.25"
"10/04/2002","-0.36","-0.4","-0.41","0.19","-0.8","0.42",""
"10/11/2002","-0.37","-0.41","-0.41","0.19","-0.78","0.42",""
"10/18/2002","-0.38","-0.42","-0.43","0.19","-0.75","0.41",""
"10/25/2002","-0.39","-0.44","-0.45","0.19","-0.72","0.41",""
"11/01/2002","-0.41","-0.47","-0.47","0.18","-0.7","0.41",""
"11/08/2002","-0.43","-0.48","-0.5","0.18","-0.66","0.41",""
"11/15/2002","-0.45","-0.49","-0.52","0.17","-0.63","0.4",""
"11/22/2002","-0.46","-0.5","-0.53","0.17","-0.59","0.4",""
"11/29/2002","-0.46","-0.49","-0.54","0.16","-0.55","0.4",""
"12/06/2002","-0.46","-0.49","-0.55","0.16","-0.51","0.4",""
"12/13/2002","-0.46","-0.48","-0.55","0.15","-0.48","0.4",""
"12/20/2002","-0.46","-0.48","-0.56","0.13","-0.44","0.4",""
"12/27/2002","-0.47","-0.49","-0.56","0.12","-0.41","0.39","0.32"
"01/03/2003","-0.49","-0.51","-0.57","0.1","-0.38","0.39",""
"01/10/2003","-0.5","-0.53","-0.58","0.08","-0.36","0.39",""
"01/17/2003","-0.52","-0.55","-0.59","0.06","-0.34","0.39",""
"01/24/2003","-0.53","-0.57","-0.6","0.04","-0.33","0.39",""
"01/31/2003","-0.54","-0.58","-0.61","0.03","-0.32","0.39",""
"02/07/2003","-0.54","-0.58","-0.61","0.02","-0.32","0.38",""
"02/14/2003","-0.54","-0.59","-0.61","0.02","-0.32","0.38",""
"02/21/2003","-0.54","-0.59","-0.62","0.02","-0.33","0.38",""
"02/28/2003","-0.54","-0.6","-0.62","0.01","-0.35","0.38",""
"03/07/2003","-0.55","-0.61","-0.62","0.01","-0.38","0.37",""
"03/14/2003","-0.56","-0.63","-0.63","-0","-0.41","0.37",""
"03/21/2003","-0.57","-0.65","-0.64","-0.01","-0.45","0.37",""
"03/28/2003","-0.6","-0.68","-0.66","-0.03","-0.49","0.36","0.48"
"04/04/2003","-0.62","-0.72","-0.68","-0.04","-0.53","0.36",""
"04/11/2003","-0.65","-0.77","-0.71","-0.06","-0.56","0.36",""
"04/18/2003","-0.68","-0.81","-0.74","-0.07","-0.59","0.35",""
"04/25/2003","-0.7","-0.84","-0.77","-0.08","-0.61","0.35",""
"05/02/2003","-0.72","-0.85","-0.79","-0.08","-0.63","0.34",""
"05/09/2003","-0.73","-0.85","-0.81","-0.08","-0.64","0.34",""
"05/16/2003","-0.74","-0.85","-0.82","-0.08","-0.65","0.33",""
"05/23/2003","-0.73","-0.83","-0.83","-0.07","-0.65","0.33",""
"05/30/2003","-0.73","-0.81","-0.83","-0.07","-0.65","0.32",""
"06/06/2003","-0.73","-0.79","-0.83","-0.07","-0.66","0.32",""
"06/13/2003","-0.73","-0.78","-0.82","-0.08","-0.66","0.31",""
"06/20/2003","-0.73","-0.77","-0.82","-0.09","-0.66","0.3",""
"06/27/2003","-0.73","-0.76","-0.81","-0.1","-0.67","0.3","0.5"
"07/04/2003","-0.73","-0.76","-0.8","-0.12","-0.66","0.29",""
"07/11/2003","-0.73","-0.76","-0.78","-0.14","-0.66","0.28",""
"07/18/2003","-0.73","-0.76","-0.76","-0.16","-0.64","0.28",""
"07/25/2003","-0.72","-0.75","-0.75","-0.17","-0.62","0.27",""
"08/01/2003","-0.71","-0.74","-0.73","-0.18","-0.58","0.26",""
"08/08/2003","-0.7","-0.73","-0.71","-0.19","-0.54","0.26",""
"08/15/2003","-0.68","-0.71","-0.7","-0.19","-0.5","0.25",""
"08/22/2003","-0.67","-0.71","-0.7","-0.19","-0.45","0.24",""
"08/29/2003","-0.67","-0.7","-0.7","-0.19","-0.41","0.23",""
"09/05/2003","-0.67","-0.71","-0.7","-0.19","-0.37","0.23",""
"09/12/2003","-0.67","-0.71","-0.71","-0.19","-0.35","0.22",""
"09/19/2003","-0.68","-0.72","-0.71","-0.2","-0.33","0.21",""
"09/26/2003","-0.69","-0.73","-0.72","-0.2","-0.33","0.21","0.53"
"10/03/2003","-0.69","-0.74","-0.72","-0.21","-0.33","0.2",""
"10/10/2003","-0.7","-0.75","-0.72","-0.22","-0.33","0.2",""
"10/17/2003","-0.71","-0.75","-0.72","-0.23","-0.33","0.2",""
"10/24/2003","-0.72","-0.76","-0.73","-0.24","-0.33","0.19",""
"10/31/2003","-0.72","-0.76","-0.73","-0.25","-0.33","0.19",""
"11/07/2003","-0.73","-0.76","-0.73","-0.26","-0.31","0.19",""
"11/14/2003","-0.73","-0.75","-0.73","-0.26","-0.29","0.2",""
"11/21/2003","-0.72","-0.75","-0.74","-0.27","-0.26","0.2",""
"11/28/2003","-0.72","-0.73","-0.74","-0.27","-0.24","0.2",""
"12/05/2003","-0.72","-0.72","-0.74","-0.27","-0.21","0.21",""
"12/12/2003","-0.72","-0.71","-0.74","-0.28","-0.19","0.22",""
"12/19/2003","-0.72","-0.71","-0.75","-0.28","-0.17","0.23",""
"12/26/2003","-0.73","-0.71","-0.75","-0.29","-0.17","0.23",""
"01/02/2004","-0.74","-0.71","-0.76","-0.31","-0.18","0.24","0.42"
"01/09/2004","-0.75","-0.71","-0.77","-0.32","-0.2","0.26",""
"01/16/2004","-0.77","-0.72","-0.78","-0.33","-0.24","0.27",""
"01/23/2004","-0.78","-0.73","-0.79","-0.34","-0.28","0.28",""
"01/30/2004","-0.79","-0.74","-0.8","-0.35","-0.32","0.29",""
"02/06/2004","-0.8","-0.76","-0.81","-0.35","-0.37","0.3",""
"02/13/2004","-0.81","-0.77","-0.81","-0.35","-0.41","0.31",""
"02/20/2004","-0.82","-0.78","-0.82","-0.34","-0.45","0.32",""
"02/27/2004","-0.82","-0.79","-0.83","-0.34","-0.47","0.33",""
"03/05/2004","-0.82","-0.79","-0.83","-0.34","-0.48","0.34",""
"03/12/2004","-0.82","-0.79","-0.83","-0.34","-0.48","0.35",""
"03/19/2004","-0.82","-0.79","-0.82","-0.34","-0.46","0.36",""
"03/26/2004","-0.82","-0.79","-0.81","-0.35","-0.43","0.37",""
"04/02/2004","-0.81","-0.79","-0.8","-0.36","-0.39","0.38","0.33"
"04/09/2004","-0.8","-0.79","-0.78","-0.37","-0.34","0.39",""
"04/16/2004","-0.78","-0.79","-0.77","-0.37","-0.28","0.4",""
"04/23/2004","-0.77","-0.77","-0.75","-0.37","-0.23","0.41",""
"04/30/2004","-0.75","-0.75","-0.73","-0.37","-0.18","0.42",""
"05/07/2004","-0.73","-0.72","-0.72","-0.37","-0.14","0.43",""
"05/14/2004","-0.72","-0.71","-0.7","-0.36","-0.11","0.44",""
"05/21/2004","-0.71","-0.7","-0.69","-0.35","-0.08","0.45",""
"05/28/2004","-0.7","-0.71","-0.69","-0.34","-0.06","0.46",""
"06/04/2004","-0.7","-0.72","-0.68","-0.33","-0.05","0.47",""
"06/11/2004","-0.69","-0.72","-0.68","-0.33","-0.04","0.48",""
"06/18/2004","-0.69","-0.72","-0.68","-0.32","-0.04","0.49",""
"06/25/2004","-0.69","-0.71","-0.68","-0.32","-0.05","0.5",""
"07/02/2004","-0.69","-0.7","-0.68","-0.32","-0.05","0.51","0.45"
"07/09/2004","-0.69","-0.7","-0.68","-0.32","-0.06","0.52",""
"07/16/2004","-0.69","-0.71","-0.68","-0.31","-0.07","0.53",""
"07/23/2004","-0.69","-0.72","-0.69","-0.31","-0.08","0.54",""
"07/30/2004","-0.7","-0.73","-0.69","-0.31","-0.09","0.55",""
"08/06/2004","-0.7","-0.75","-0.7","-0.3","-0.1","0.57",""
"08/13/2004","-0.7","-0.76","-0.7","-0.29","-0.11","0.58",""
"08/20/2004","-0.7","-0.76","-0.71","-0.28","-0.11","0.59",""
"08/27/2004","-0.71","-0.76","-0.72","-0.27","-0.11","0.6",""
"09/03/2004","-0.71","-0.75","-0.73","-0.26","-0.11","0.61",""
"09/10/2004","-0.71","-0.74","-0.73","-0.26","-0.09","0.62",""
"09/17/2004","-0.71","-0.72","-0.74","-0.25","-0.08","0.64",""
"09/24/2004","-0.71","-0.71","-0.74","-0.25","-0.06","0.65",""
"10/01/2004","-0.71","-0.69","-0.74","-0.26","-0.03","0.66","0.46"
"10/08/2004","-0.71","-0.68","-0.74","-0.26","-0.01","0.67",""
"10/15/2004","-0.71","-0.67","-0.74","-0.26","0.02","0.68",""
"10/22/2004","-0.71","-0.67","-0.74","-0.27","0.04","0.7",""
"10/29/2004","-0.71","-0.67","-0.75","-0.27","0.06","0.71",""
"11/05/2004","-0.71","-0.68","-0.75","-0.28","0.07","0.72",""
"11/12/2004","-0.72","-0.69","-0.75","-0.28","0.08","0.73",""
"11/19/2004","-0.72","-0.69","-0.76","-0.28","0.08","0.74",""
"11/26/2004","-0.72","-0.7","-0.76","-0.28","0.08","0.75",""
"12/03/2004","-0.72","-0.7","-0.75","-0.28","0.07","0.76",""
"12/10/2004","-0.72","-0.69","-0.75","-0.28","0.06","0.77",""
"12/17/2004","-0.72","-0.69","-0.74","-0.28","0.05","0.79",""
"12/24/2004","-0.71","-0.68","-0.74","-0.27","0.04","0.8",""
"12/31/2004","-0.71","-0.67","-0.73","-0.27","0.03","0.81","0.55"
"01/07/2005","-0.71","-0.67","-0.73","-0.27","0.02","0.82",""
"01/14/2005","-0.71","-0.68","-0.74","-0.27","0.02","0.83",""
"01/21/2005","-0.71","-0.69","-0.74","-0.27","0.02","0.85",""
"01/28/2005","-0.72","-0.7","-0.75","-0.27","0.02","0.86",""
"02/04/2005","-0.72","-0.71","-0.76","-0.27","0.02","0.87",""
"02/11/2005","-0.73","-0.72","-0.77","-0.27","0.03","0.89",""
"02/18/2005","-0.73","-0.72","-0.77","-0.27","0.04","0.9",""
"02/25/2005","-0.73","-0.72","-0.76","-0.27","0.05","0.91",""
"03/04/2005","-0.72","-0.71","-0.75","-0.27","0.06","0.93",""
"03/11/2005","-0.71","-0.69","-0.74","-0.26","0.07","0.94",""
"03/18/2005","-0.69","-0.66","-0.72","-0.25","0.08","0.96",""
"03/25/2005","-0.68","-0.63","-0.71","-0.24","0.1","0.98",""
"04/01/2005","-0.66","-0.6","-0.7","-0.23","0.12","0.99","0.62"
"04/08/2005","-0.65","-0.58","-0.69","-0.21","0.14","1.01",""
"04/15/2005","-0.64","-0.57","-0.68","-0.19","0.15","1.02",""
"04/22/2005","-0.63","-0.56","-0.68","-0.18","0.17","1.04",""
"04/29/2005","-0.62","-0.56","-0.68","-0.16","0.18","1.06",""
"05/06/2005","-0.62","-0.56","-0.68","-0.15","0.2","1.07",""
"05/13/2005","-0.61","-0.55","-0.68","-0.14","0.21","1.09",""
"05/20/2005","-0.61","-0.55","-0.68","-0.14","0.22","1.1",""
"05/27/2005","-0.61","-0.55","-0.69","-0.13","0.23","1.12",""
"06/03/2005","-0.61","-0.55","-0.69","-0.13","0.24","1.13",""
"06/10/2005","-0.62","-0.54","-0.69","-0.14","0.25","1.15",""
"06/17/2005","-0.62","-0.54","-0.69","-0.14","0.27","1.16",""
"06/24/2005","-0.62","-0.54","-0.69","-0.15","0.28","1.18",""
"07/01/2005","-0.63","-0.55","-0.69","-0.15","0.29","1.19","0.61"
"07/08/2005","-0.63","-0.55","-0.7","-0.16","0.3","1.21",""
"07/15/2005","-0.63","-0.56","-0.7","-0.16","0.32","1.22",""
"07/22/2005","-0.63","-0.56","-0.71","-0.16","0.33","1.24",""
"07/29/2005","-0.63","-0.57","-0.71","-0.16","0.33","1.25",""
"08/05/2005","-0.63","-0.56","-0.71","-0.16","0.33","1.27",""
"08/12/2005","-0.63","-0.55","-0.71","-0.15","0.33","1.29",""
"08/19/2005","-0.62","-0.54","-0.7","-0.15","0.33","1.3",""
"08/26/2005","-0.62","-0.53","-0.69","-0.15","0.32","1.32",""
"09/02/2005","-0.61","-0.52","-0.68","-0.15","0.3","1.34",""
"09/09/2005","-0.6","-0.5","-0.66","-0.15","0.28","1.35",""
"09/16/2005","-0.59","-0.48","-0.65","-0.15","0.25","1.37",""
"09/23/2005","-0.58","-0.47","-0.63","-0.15","0.22","1.39",""
"09/30/2005","-0.58","-0.47","-0.62","-0.16","0.17","1.41","0.82"
"10/07/2005","-0.58","-0.48","-0.61","-0.16","0.12","1.43",""
"10/14/2005","-0.58","-0.51","-0.61","-0.16","0.06","1.45",""
"10/21/2005","-0.58","-0.55","-0.61","-0.17","0.01","1.47",""
"10/28/2005","-0.59","-0.57","-0.6","-0.17","-0.05","1.49",""
"11/04/2005","-0.59","-0.59","-0.6","-0.17","-0.1","1.52",""
"11/11/2005","-0.6","-0.59","-0.6","-0.17","-0.15","1.54",""
"11/18/2005","-0.59","-0.58","-0.59","-0.17","-0.18","1.56",""
"11/25/2005","-0.59","-0.55","-0.58","-0.17","-0.2","1.58",""
"12/02/2005","-0.58","-0.53","-0.58","-0.16","-0.21","1.61",""
"12/09/2005","-0.57","-0.5","-0.57","-0.16","-0.21","1.63",""
"12/16/2005","-0.57","-0.48","-0.57","-0.16","-0.19","1.66",""
"12/23/2005","-0.57","-0.46","-0.58","-0.16","-0.17","1.68",""
"12/30/2005","-0.58","-0.45","-0.59","-0.16","-0.15","1.7","0.88"
"01/06/2006","-0.59","-0.45","-0.61","-0.16","-0.12","1.73",""
"01/13/2006","-0.6","-0.46","-0.63","-0.16","-0.09","1.75",""
"01/20/2006","-0.61","-0.47","-0.65","-0.16","-0.08","1.77",""
"01/27/2006","-0.63","-0.49","-0.67","-0.17","-0.07","1.79",""
"02/03/2006","-0.64","-0.5","-0.68","-0.17","-0.08","1.81",""
"02/10/2006","-0.65","-0.5","-0.69","-0.17","-0.09","1.83",""
"02/17/2006","-0.65","-0.51","-0.69","-0.17","-0.11","1.85",""
"02/24/2006","-0.65","-0.5","-0.69","-0.18","-0.14","1.86",""
"03/03/2006","-0.65","-0.5","-0.68","-0.18","-0.16","1.88",""
"03/10/2006","-0.65","-0.49","-0.68","-0.18","-0.19","1.89",""
"03/17/2006","-0.65","-0.49","-0.67","-0.19","-0.22","1.91",""
"03/24/2006","-0.64","-0.48","-0.66","-0.19","-0.24","1.92",""
"03/31/2006","-0.64","-0.48","-0.65","-0.19","-0.26","1.93","1.06"
"04/07/2006","-0.64","-0.48","-0.65","-0.19","-0.27","1.95",""
"04/14/2006","-0.64","-0.49","-0.65","-0.19","-0.28","1.96",""
"04/21/2006","-0.64","-0.49","-0.65","-0.19","-0.3","1.97",""
"04/28/2006","-0.64","-0.49","-0.65","-0.19","-0.31","1.98",""
"05/05/2006","-0.64","-0.49","-0.65","-0.18","-0.32","2",""
"05/12/2006","-0.63","-0.49","-0.64","-0.18","-0.32","2.01",""
"05/19/2006","-0.62","-0.48","-0.63","-0.18","-0.33","2.03",""
"05/26/2006","-0.61","-0.46","-0.61","-0.18","-0.33","2.04",""
"06/02/2006","-0.6","-0.44","-0.59","-0.18","-0.33","2.06",""
"06/09/2006","-0.58","-0.42","-0.56","-0.18","-0.32","2.07",""
"06/16/2006","-0.57","-0.4","-0.54","-0.18","-0.31","2.09",""
"06/23/2006","-0.55","-0.39","-0.53","-0.18","-0.3","2.11",""
"06/30/2006","-0.55","-0.38","-0.53","-0.17","-0.28","2.13","1.16"
"07/07/2006","-0.55","-0.39","-0.53","-0.17","-0.27","2.15",""
