"Friday_of_Week","NFCI","ANFCI","Risk","Credit","Leverage","Nonfinancial Leverage","Detrended Credit-to-GDP Ratio"
"02/03/1978","-0.26","-0.67","-0.2","-0.31","-0.95","-0.05",""
"02/10/1978","-0.25","-0.68","-0.2","-0.24","-0.95","-0.04",""
"02/17/1978","-0.24","-0.67","-0.19","-0.19","-0.95","-0.02",""
"02/24/1978","-0.22","-0.65","-0.17","-0.13","-0.95","0",""
"03/03/1978","-0.19","-0.62","-0.14","-0.09","-0.94","0.02",""
"03/10/1978","-0.15","-0.58","-0.1","-0.04","-0.94","0.04",""
"03/17/1978","-0.11","-0.55","-0.05","-0.01","-0.94","0.05",""
"03/24/1978","-0.06","-0.51","0","0.03","-0.94","0.07",""
"03/31/1978","0","-0.47","0.06","0.06","-0.94","0.08","-0.49"
"04/07/1978","0.06","-0.43","0.13","0.09","-0.94","0.1",""
"04/14/1978","0.13","-0.38","0.2","0.11","-0.95","0.11",""
"04/21/1978","0.19","-0.31","0.27","0.14","-0.95","0.12",""
"04/28/1978","0.26","-0.25","0.35","0.16","-0.95","0.13",""
"05/05/1978","0.32","-0.18","0.42","0.17","-0.95","0.14",""
"05/12/1978","0.38","-0.11","0.48","0.19","-0.95","0.14",""
"05/19/1978","0.44","-0.06","0.54","0.2","-0.95","0.15",""
"05/26/1978","0.48","-0.02","0.59","0.21","-0.95","0.15",""
"06/02/1978","0.52","0.01","0.63","0.22","-0.95","0.15",""
"06/09/1978","0.55","0.03","0.66","0.23","-0.96","0.15",""
"06/16/1978","0.57","0.03","0.69","0.24","-0.95","0.15",""
"06/23/1978","0.58","0.03","0.7","0.25","-0.95","0.15",""
"06/30/1978","0.59","0.03","0.7","0.27","-0.95","0.14","-0.25"
"07/07/1978","0.58","0.02","0.69","0.28","-0.94","0.14",""
"07/14/1978","0.57","0.01","0.67","0.3","-0.93","0.14",""
"07/21/1978","0.55","-0.01","0.65","0.32","-0.91","0.14",""
"07/28/1978","0.52","-0.03","0.62","0.34","-0.89","0.14",""
"08/04/1978","0.5","-0.07","0.59","0.36","-0.86","0.15",""
"08/11/1978","0.47","-0.13","0.57","0.37","-0.83","0.16",""
"08/18/1978","0.46","-0.19","0.55","0.39","-0.79","0.17",""
"08/25/1978","0.45","-0.25","0.56","0.4","-0.75","0.18",""
"09/01/1978","0.47","-0.28","0.58","0.42","-0.7","0.2",""
"09/08/1978","0.52","-0.26","0.64","0.43","-0.64","0.22",""
"09/15/1978","0.6","-0.19","0.73","0.44","-0.58","0.24",""
"09/22/1978","0.71","-0.05","0.85","0.46","-0.52","0.26",""
"09/29/1978","0.85","0.16","1.01","0.47","-0.46","0.29","-0.72"
"10/06/1978","1.02","0.42","1.19","0.49","-0.39","0.32",""
"10/13/1978","1.2","0.72","1.39","0.51","-0.33","0.34",""
"10/20/1978","1.39","1.04","1.59","0.53","-0.27","0.37",""
"10/27/1978","1.57","1.34","1.79","0.55","-0.22","0.4",""
"11/03/1978","1.73","1.59","1.96","0.57","-0.17","0.43",""
"11/10/1978","1.86","1.76","2.09","0.6","-0.12","0.46",""
"11/17/1978","1.95","1.86","2.19","0.61","-0.09","0.48",""
"11/24/1978","2","1.87","2.24","0.63","-0.06","0.51",""
"12/01/1978","2.01","1.81","2.24","0.65","-0.04","0.53",""
"12/08/1978","1.98","1.71","2.2","0.67","-0.02","0.56",""
"12/15/1978","1.91","1.57","2.12","0.69","-0.01","0.58",""
"12/22/1978","1.82","1.43","2.01","0.7","-0","0.6",""
"12/29/1978","1.71","1.27","1.88","0.72","-0","0.62","-0.66"
"01/05/1979","1.58","1.1","1.72","0.73","-0","0.64",""
"01/12/1979","1.44","0.92","1.56","0.75","-0.01","0.66",""
"01/19/1979","1.29","0.74","1.39","0.76","-0.02","0.68",""
"01/26/1979","1.14","0.56","1.23","0.76","-0.03","0.7",""
"02/02/1979","1","0.39","1.07","0.77","-0.04","0.72",""
"02/09/1979","0.87","0.25","0.92","0.77","-0.05","0.73",""
"02/16/1979","0.74","0.12","0.78","0.77","-0.06","0.75",""
"02/23/1979","0.63","0.01","0.66","0.78","-0.07","0.77",""
"03/02/1979","0.53","-0.1","0.55","0.78","-0.08","0.79",""
"03/09/1979","0.45","-0.19","0.46","0.78","-0.09","0.81",""
"03/16/1979","0.38","-0.27","0.38","0.79","-0.1","0.83",""
"03/23/1979","0.33","-0.33","0.32","0.8","-0.1","0.85",""
"03/30/1979","0.3","-0.37","0.27","0.81","-0.1","0.87","-0.7"
"04/06/1979","0.28","-0.4","0.24","0.83","-0.09","0.89",""
"04/13/1979","0.28","-0.4","0.23","0.86","-0.09","0.91",""
"04/20/1979","0.29","-0.4","0.23","0.88","-0.08","0.93",""
"04/27/1979","0.31","-0.4","0.24","0.91","-0.07","0.95",""
"05/04/1979","0.34","-0.4","0.25","0.95","-0.05","0.97",""
"05/11/1979","0.38","-0.4","0.28","0.98","-0.04","0.99",""
"05/18/1979","0.43","-0.39","0.32","1.03","-0.03","1",""
"05/25/1979","0.48","-0.35","0.36","1.07","-0.02","1.02",""
"06/01/1979","0.54","-0.3","0.42","1.11","-0.01","1.04",""
"06/08/1979","0.61","-0.24","0.48","1.16","0","1.05",""
"06/15/1979","0.68","-0.17","0.55","1.2","0.01","1.06",""
"06/22/1979","0.75","-0.12","0.62","1.25","0.02","1.08",""
"06/29/1979","0.82","-0.07","0.7","1.29","0.03","1.09","-0.46"
"07/06/1979","0.9","-0.03","0.78","1.32","0.03","1.1",""
"07/13/1979","0.97","0.01","0.87","1.35","0.04","1.11",""
"07/20/1979","1.05","0.06","0.96","1.37","0.05","1.12",""
"07/27/1979","1.13","0.12","1.06","1.4","0.05","1.12",""
"08/03/1979","1.21","0.19","1.17","1.41","0.06","1.13",""
"08/10/1979","1.3","0.26","1.28","1.43","0.06","1.14",""
"08/17/1979","1.4","0.35","1.41","1.45","0.07","1.14",""
"08/24/1979","1.5","0.46","1.53","1.47","0.07","1.15",""
"08/31/1979","1.62","0.58","1.66","1.5","0.08","1.15",""
"09/07/1979","1.74","0.72","1.8","1.53","0.09","1.16",""
"09/14/1979","1.86","0.89","1.93","1.56","0.09","1.16",""
"09/21/1979","1.98","1.06","2.06","1.6","0.1","1.16",""
"09/28/1979","2.1","1.24","2.18","1.63","0.1","1.17","-0.34"
"10/05/1979","2.22","1.42","2.29","1.68","0.1","1.17",""
"10/12/1979","2.32","1.59","2.38","1.72","0.11","1.18",""
"10/19/1979","2.4","1.74","2.45","1.76","0.11","1.18",""
"10/26/1979","2.46","1.86","2.49","1.81","0.11","1.19",""
"11/02/1979","2.49","1.94","2.5","1.85","0.12","1.19",""
"11/09/1979","2.49","1.95","2.48","1.89","0.12","1.2",""
"11/16/1979","2.46","1.89","2.42","1.92","0.12","1.21",""
"11/23/1979","2.4","1.76","2.34","1.95","0.13","1.22",""
"11/30/1979","2.31","1.6","2.24","1.97","0.13","1.23",""
"12/07/1979","2.21","1.44","2.13","1.98","0.14","1.24",""
"12/14/1979","2.11","1.3","2.02","1.99","0.15","1.25",""
"12/21/1979","2.01","1.19","1.92","2","0.16","1.26",""
"12/28/1979","1.91","1.1","1.84","2","0.18","1.27","-0.3"
"01/04/1980","1.83","1.02","1.77","2","0.2","1.28",""
"01/11/1980","1.78","0.94","1.74","2.01","0.23","1.29",""
"01/18/1980","1.75","0.85","1.74","2.03","0.26","1.3",""
"01/25/1980","1.76","0.77","1.78","2.06","0.3","1.31",""
"02/01/1980","1.82","0.74","1.87","2.1","0.35","1.31",""
"02/08/1980","1.94","0.78","2","2.16","0.41","1.32",""
"02/15/1980","2.11","0.92","2.17","2.25","0.48","1.32",""
"02/22/1980","2.33","1.16","2.38","2.35","0.55","1.33",""
"02/29/1980","2.59","1.51","2.61","2.48","0.63","1.33",""
"03/07/1980","2.88","1.92","2.85","2.62","0.71","1.33",""
"03/14/1980","3.18","2.39","3.08","2.78","0.79","1.34",""
"03/21/1980","3.46","2.85","3.29","2.94","0.87","1.34",""
"03/28/1980","3.69","3.25","3.45","3.09","0.94","1.34","-0.19"
"04/04/1980","3.86","3.56","3.54","3.23","0.99","1.34",""
"04/11/1980","3.95","3.72","3.57","3.35","1.04","1.35",""
"04/18/1980","3.95","3.71","3.52","3.44","1.06","1.35",""
"04/25/1980","3.87","3.53","3.4","3.5","1.07","1.36",""
"05/02/1980","3.71","3.23","3.23","3.52","1.07","1.36",""
"05/09/1980","3.48","2.87","3.01","3.5","1.05","1.37",""
"05/16/1980","3.22","2.52","2.77","3.44","1.01","1.38",""
"05/23/1980","2.93","2.22","2.51","3.34","0.96","1.39",""
"05/30/1980","2.62","1.98","2.25","3.22","0.91","1.41",""
"06/06/1980","2.31","1.78","1.99","3.07","0.84","1.42",""
"06/13/1980","2.02","1.58","1.74","2.9","0.77","1.43",""
"06/20/1980","1.73","1.34","1.51","2.71","0.7","1.45",""
"06/27/1980","1.46","1.08","1.28","2.53","0.63","1.46","-0.14"
"07/04/1980","1.23","0.83","1.09","2.35","0.55","1.47",""
"07/11/1980","1.03","0.6","0.93","2.17","0.48","1.48",""
"07/18/1980","0.89","0.46","0.81","2.02","0.41","1.49",""
"07/25/1980","0.79","0.39","0.73","1.88","0.34","1.49",""
"08/01/1980","0.75","0.39","0.7","1.77","0.28","1.49",""
"08/08/1980","0.75","0.44","0.7","1.68","0.23","1.49",""
"08/15/1980","0.78","0.52","0.74","1.62","0.19","1.48",""
"08/22/1980","0.83","0.59","0.79","1.59","0.15","1.47",""
"08/29/1980","0.9","0.67","0.85","1.57","0.12","1.45",""
"09/05/1980","0.98","0.75","0.93","1.58","0.1","1.43",""
"09/12/1980","1.06","0.8","1","1.6","0.08","1.4",""
"09/19/1980","1.15","0.84","1.09","1.63","0.07","1.37",""
"09/26/1980","1.24","0.86","1.17","1.68","0.07","1.34","-0.04"
"10/03/1980","1.34","0.87","1.27","1.74","0.07","1.3",""
"10/10/1980","1.45","0.88","1.39","1.8","0.08","1.26",""
"10/17/1980","1.59","0.92","1.53","1.87","0.09","1.22",""
"10/24/1980","1.75","1","1.7","1.95","0.11","1.19",""
"10/31/1980","1.94","1.14","1.9","2.02","0.13","1.15",""
"11/07/1980","2.15","1.34","2.12","2.1","0.16","1.11",""
"11/14/1980","2.37","1.58","2.35","2.18","0.2","1.07",""
"11/21/1980","2.6","1.86","2.58","2.26","0.23","1.04",""
"11/28/1980","2.83","2.15","2.81","2.33","0.28","1",""
"12/05/1980","3.02","2.43","3","2.41","0.32","0.97",""
"12/12/1980","3.17","2.66","3.14","2.49","0.36","0.94",""
"12/19/1980","3.27","2.83","3.22","2.56","0.4","0.91",""
"12/26/1980","3.3","2.86","3.24","2.62","0.44","0.88",""
"01/02/1981","3.27","2.79","3.18","2.68","0.47","0.86","-0.13"
"01/09/1981","3.17","2.61","3.07","2.72","0.5","0.84",""
"01/16/1981","3.03","2.36","2.91","2.76","0.53","0.82",""
"01/23/1981","2.86","2.08","2.72","2.78","0.55","0.8",""
"01/30/1981","2.67","1.82","2.52","2.79","0.57","0.79",""
"02/06/1981","2.46","1.59","2.31","2.79","0.59","0.78",""
"02/13/1981","2.27","1.41","2.11","2.77","0.61","0.77",""
"02/20/1981","2.1","1.27","1.93","2.74","0.62","0.76",""
"02/27/1981","1.94","1.13","1.78","2.71","0.64","0.76",""
"03/06/1981","1.82","1.01","1.66","2.67","0.66","0.76",""
"03/13/1981","1.72","0.91","1.58","2.63","0.68","0.76",""
"03/20/1981","1.67","0.85","1.53","2.58","0.71","0.77",""
"03/27/1981","1.65","0.85","1.53","2.54","0.73","0.77","-0.55"
"04/03/1981","1.67","0.92","1.57","2.51","0.76","0.78",""
"04/10/1981","1.73","1.02","1.63","2.49","0.8","0.79",""
"04/17/1981","1.82","1.15","1.73","2.49","0.84","0.8",""
"04/24/1981","1.93","1.27","1.84","2.49","0.88","0.81",""
"05/01/1981","2.07","1.38","1.96","2.51","0.93","0.82",""
"05/08/1981","2.21","1.49","2.1","2.53","0.98","0.84",""
"05/15/1981","2.37","1.62","2.25","2.56","1.03","0.85",""
"05/22/1981","2.53","1.78","2.41","2.6","1.09","0.86",""
"05/29/1981","2.7","2","2.58","2.63","1.15","0.88",""
"06/05/1981","2.87","2.25","2.75","2.65","1.21","0.89",""
"06/12/1981","3.03","2.53","2.92","2.67","1.27","0.9",""
"06/19/1981","3.18","2.8","3.09","2.68","1.33","0.91",""
"06/26/1981","3.31","3.04","3.24","2.69","1.39","0.92","-1.11"
"07/03/1981","3.42","3.25","3.36","2.69","1.44","0.94",""
"07/10/1981","3.49","3.41","3.45","2.69","1.5","0.94",""
"07/17/1981","3.53","3.52","3.51","2.69","1.56","0.95",""
"07/24/1981","3.53","3.57","3.52","2.7","1.61","0.96",""
"07/31/1981","3.51","3.55","3.5","2.71","1.67","0.96",""
"08/07/1981","3.47","3.48","3.45","2.72","1.73","0.97",""
"08/14/1981","3.4","3.38","3.37","2.75","1.78","0.97",""
"08/21/1981","3.32","3.27","3.28","2.78","1.83","0.97",""
"08/28/1981","3.24","3.18","3.19","2.81","1.88","0.97",""
"09/04/1981","3.16","3.12","3.09","2.85","1.92","0.97",""
"09/11/1981","3.09","3.08","3.01","2.9","1.96","0.96",""
"09/18/1981","3.03","3.03","2.93","2.95","2","0.96",""
"09/25/1981","2.97","2.97","2.85","3","2.03","0.95",""
"10/02/1981","2.92","2.92","2.78","3.06","2.05","0.95","-0.84"
"10/09/1981","2.88","2.87","2.71","3.12","2.08","0.94",""
"10/16/1981","2.83","2.84","2.64","3.17","2.09","0.94",""
"10/23/1981","2.78","2.84","2.57","3.22","2.1","0.93",""
"10/30/1981","2.73","2.82","2.49","3.26","2.11","0.93",""
"11/06/1981","2.66","2.76","2.41","3.29","2.12","0.93",""
"11/13/1981","2.58","2.66","2.32","3.31","2.12","0.93",""
"11/20/1981","2.49","2.52","2.22","3.31","2.12","0.93",""
"11/27/1981","2.39","2.39","2.13","3.3","2.11","0.93",""
"12/04/1981","2.3","2.29","2.05","3.28","2.11","0.94",""
"12/11/1981","2.21","2.25","1.98","3.25","2.11","0.94",""
"12/18/1981","2.13","2.25","1.91","3.22","2.11","0.95",""
"12/25/1981","2.06","2.25","1.85","3.19","2.12","0.95",""
"01/01/1982","2","2.22","1.8","3.16","2.13","0.96","-1.03"
"01/08/1982","1.94","2.15","1.75","3.13","2.14","0.96",""
"01/15/1982","1.91","2.06","1.71","3.12","2.16","0.97",""
"01/22/1982","1.89","2","1.68","3.11","2.18","0.97",""
"01/29/1982","1.89","1.98","1.67","3.11","2.19","0.97",""
"02/05/1982","1.91","2.01","1.68","3.12","2.21","0.97",""
"02/12/1982","1.95","2.08","1.7","3.12","2.21","0.97",""
"02/19/1982","1.99","2.16","1.74","3.13","2.22","0.96",""
"02/26/1982","2.03","2.22","1.77","3.14","2.21","0.96",""
"03/05/1982","2.07","2.24","1.81","3.14","2.2","0.94",""
"03/12/1982","2.1","2.23","1.84","3.14","2.19","0.93",""
"03/19/1982","2.13","2.22","1.87","3.14","2.17","0.91",""
"03/26/1982","2.15","2.22","1.9","3.14","2.14","0.89",""
"04/02/1982","2.17","2.24","1.92","3.14","2.11","0.87","-0.83"
"04/09/1982","2.18","2.28","1.95","3.13","2.07","0.85",""
"04/16/1982","2.2","2.33","1.97","3.12","2.04","0.82",""
"04/23/1982","2.23","2.38","2.01","3.11","2","0.8",""
"04/30/1982","2.27","2.43","2.05","3.1","1.96","0.77",""
"05/07/1982","2.32","2.49","2.12","3.08","1.92","0.74",""
"05/14/1982","2.39","2.6","2.2","3.06","1.89","0.71",""
"05/21/1982","2.48","2.75","2.31","3.04","1.85","0.69",""
"05/28/1982","2.58","2.95","2.42","3.01","1.81","0.66",""
"06/04/1982","2.68","3.16","2.54","2.99","1.77","0.63",""
"06/11/1982","2.78","3.37","2.65","2.97","1.73","0.6",""
"06/18/1982","2.86","3.54","2.74","2.95","1.7","0.57",""
"06/25/1982","2.92","3.63","2.8","2.94","1.66","0.54",""
"07/02/1982","2.95","3.64","2.83","2.93","1.62","0.52","-0.47"
"07/09/1982","2.96","3.58","2.84","2.92","1.58","0.49",""
"07/16/1982","2.95","3.46","2.82","2.91","1.54","0.46",""
"07/23/1982","2.95","3.32","2.81","2.91","1.49","0.44",""
"07/30/1982","2.96","3.21","2.82","2.9","1.44","0.41",""
"08/06/1982","2.99","3.17","2.86","2.88","1.38","0.39",""
"08/13/1982","3.06","3.21","2.94","2.86","1.31","0.36",""
"08/20/1982","3.15","3.36","3.04","2.83","1.24","0.34",""
"08/27/1982","3.26","3.59","3.15","2.79","1.17","0.32",""
"09/03/1982","3.36","3.86","3.26","2.75","1.08","0.3",""
"09/10/1982","3.43","4.12","3.34","2.7","1","0.27",""
"09/17/1982","3.44","4.3","3.36","2.65","0.9","0.25",""
"09/24/1982","3.38","4.32","3.3","2.59","0.81","0.23",""
"10/01/1982","3.24","4.14","3.16","2.53","0.7","0.21","-0.51"
"10/08/1982","3.01","3.77","2.93","2.47","0.6","0.18",""
"10/15/1982","2.73","3.27","2.64","2.4","0.49","0.16",""
"10/22/1982","2.41","2.72","2.32","2.33","0.38","0.14",""
"10/29/1982","2.08","2.2","1.99","2.26","0.26","0.12",""
"11/05/1982","1.77","1.78","1.67","2.18","0.15","0.09",""
"11/12/1982","1.5","1.48","1.39","2.1","0.04","0.07",""
"11/19/1982","1.27","1.3","1.15","2.02","-0.06","0.05",""
"11/26/1982","1.08","1.21","0.96","1.94","-0.16","0.02",""
"12/03/1982","0.94","1.18","0.82","1.85","-0.26","-0",""
"12/10/1982","0.82","1.16","0.7","1.76","-0.36","-0.03",""
"12/17/1982","0.73","1.12","0.61","1.67","-0.44","-0.05",""
"12/24/1982","0.64","1.05","0.52","1.58","-0.53","-0.07",""
"12/31/1982","0.55","0.94","0.44","1.5","-0.61","-0.1","-0.53"
"01/07/1983","0.47","0.8","0.36","1.41","-0.69","-0.12",""
"01/14/1983","0.38","0.66","0.29","1.33","-0.77","-0.15",""
"01/21/1983","0.3","0.54","0.21","1.25","-0.85","-0.17",""
"01/28/1983","0.23","0.45","0.14","1.17","-0.92","-0.19",""
"02/04/1983","0.16","0.39","0.08","1.1","-1","-0.22",""
"02/11/1983","0.11","0.34","0.04","1.04","-1.07","-0.24",""
"02/18/1983","0.07","0.32","0","0.97","-1.15","-0.26",""
"02/25/1983","0.05","0.29","-0.02","0.91","-1.22","-0.28",""
"03/04/1983","0.03","0.27","-0.03","0.85","-1.29","-0.3",""
"03/11/1983","0.03","0.27","-0.03","0.78","-1.36","-0.32",""
"03/18/1983","0.03","0.27","-0.02","0.72","-1.42","-0.33",""
"03/25/1983","0.02","0.29","-0.02","0.66","-1.49","-0.35",""
"04/01/1983","0.02","0.3","-0.01","0.6","-1.55","-0.37","-0.59"
"04/08/1983","-0","0.29","-0.02","0.53","-1.6","-0.38",""
"04/15/1983","-0.03","0.25","-0.03","0.47","-1.66","-0.4",""
"04/22/1983","-0.06","0.19","-0.05","0.42","-1.7","-0.41",""
"04/29/1983","-0.1","0.1","-0.08","0.36","-1.75","-0.43",""
"05/06/1983","-0.13","0.02","-0.11","0.31","-1.78","-0.44",""
"05/13/1983","-0.17","-0.05","-0.13","0.27","-1.81","-0.45",""
"05/20/1983","-0.19","-0.1","-0.15","0.23","-1.84","-0.46",""
"05/27/1983","-0.21","-0.13","-0.17","0.2","-1.85","-0.48",""
"06/03/1983","-0.21","-0.15","-0.17","0.17","-1.86","-0.49",""
"06/10/1983","-0.21","-0.15","-0.16","0.15","-1.87","-0.49",""
"06/17/1983","-0.2","-0.16","-0.15","0.14","-1.86","-0.5",""
"06/24/1983","-0.18","-0.15","-0.14","0.13","-1.85","-0.51",""
"07/01/1983","-0.16","-0.13","-0.12","0.13","-1.83","-0.52","-0.72"
"07/08/1983","-0.15","-0.11","-0.11","0.13","-1.81","-0.53",""
"07/15/1983","-0.13","-0.09","-0.1","0.14","-1.78","-0.53",""
"07/22/1983","-0.11","-0.07","-0.09","0.15","-1.75","-0.53",""
"07/29/1983","-0.1","-0.07","-0.08","0.17","-1.72","-0.54",""
"08/05/1983","-0.1","-0.08","-0.09","0.2","-1.69","-0.54",""
"08/12/1983","-0.1","-0.1","-0.09","0.22","-1.66","-0.54",""
"08/19/1983","-0.1","-0.13","-0.1","0.25","-1.63","-0.54",""
"08/26/1983","-0.1","-0.16","-0.11","0.28","-1.6","-0.54",""
"09/02/1983","-0.11","-0.19","-0.12","0.31","-1.57","-0.53",""
"09/09/1983","-0.11","-0.24","-0.13","0.34","-1.55","-0.53",""
"09/16/1983","-0.11","-0.28","-0.13","0.37","-1.52","-0.52",""
"09/23/1983","-0.1","-0.32","-0.13","0.39","-1.49","-0.51",""
"09/30/1983","-0.09","-0.35","-0.12","0.41","-1.47","-0.5","-0.97"
"10/07/1983","-0.07","-0.36","-0.1","0.42","-1.44","-0.49",""
"10/14/1983","-0.04","-0.34","-0.07","0.43","-1.41","-0.48",""
"10/21/1983","-0.01","-0.29","-0.04","0.44","-1.38","-0.47",""
"10/28/1983","0.02","-0.24","-0.01","0.44","-1.35","-0.46",""
"11/04/1983","0.05","-0.19","0.03","0.44","-1.31","-0.44",""
"11/11/1983","0.08","-0.15","0.06","0.43","-1.28","-0.43",""
"11/18/1983","0.1","-0.11","0.08","0.41","-1.24","-0.41",""
"11/25/1983","0.11","-0.06","0.1","0.4","-1.2","-0.4",""
"12/02/1983","0.12","-0.01","0.11","0.38","-1.16","-0.38",""
"12/09/1983","0.12","0.05","0.11","0.36","-1.11","-0.37",""
"12/16/1983","0.11","0.1","0.1","0.33","-1.06","-0.35",""
"12/23/1983","0.09","0.14","0.08","0.31","-1.01","-0.33",""
"12/30/1983","0.06","0.13","0.05","0.28","-0.96","-0.31","-1.12"
"01/06/1984","0.02","0.1","0.01","0.25","-0.91","-0.29",""
"01/13/1984","-0.03","0.04","-0.04","0.22","-0.87","-0.27",""
"01/20/1984","-0.07","-0.03","-0.08","0.18","-0.82","-0.25",""
"01/27/1984","-0.11","-0.1","-0.12","0.15","-0.78","-0.23",""
"02/03/1984","-0.15","-0.16","-0.15","0.11","-0.75","-0.21",""
"02/10/1984","-0.17","-0.2","-0.18","0.07","-0.72","-0.19",""
"02/17/1984","-0.19","-0.23","-0.18","0.03","-0.69","-0.17",""
"02/24/1984","-0.2","-0.25","-0.18","-0.01","-0.67","-0.15",""
"03/02/1984","-0.19","-0.25","-0.16","-0.05","-0.65","-0.13",""
"03/09/1984","-0.18","-0.24","-0.13","-0.08","-0.64","-0.11",""
"03/16/1984","-0.14","-0.21","-0.09","-0.11","-0.63","-0.09",""
"03/23/1984","-0.09","-0.17","-0.03","-0.13","-0.62","-0.07",""
"03/30/1984","-0.03","-0.12","0.04","-0.14","-0.62","-0.05","-1.18"
"04/06/1984","0.05","-0.05","0.13","-0.15","-0.61","-0.03",""
"04/13/1984","0.14","0.03","0.23","-0.15","-0.61","-0.01",""
"04/20/1984","0.25","0.14","0.35","-0.14","-0.6","0",""
"04/27/1984","0.37","0.28","0.48","-0.13","-0.6","0.02",""
"05/04/1984","0.5","0.42","0.61","-0.11","-0.59","0.04",""
"05/11/1984","0.63","0.57","0.75","-0.09","-0.59","0.06",""
"05/18/1984","0.76","0.71","0.88","-0.06","-0.58","0.08",""
"05/25/1984","0.88","0.84","1.01","-0.03","-0.57","0.1",""
"06/01/1984","0.98","0.95","1.12","0.01","-0.56","0.12",""
"06/08/1984","1.08","1.07","1.2","0.05","-0.55","0.13",""
"06/15/1984","1.15","1.18","1.27","0.1","-0.53","0.15",""
"06/22/1984","1.2","1.28","1.31","0.16","-0.51","0.17",""
"06/29/1984","1.22","1.35","1.31","0.22","-0.49","0.19","-1.12"
"07/06/1984","1.2","1.36","1.29","0.28","-0.47","0.21",""
"07/13/1984","1.16","1.3","1.22","0.34","-0.44","0.23",""
"07/20/1984","1.09","1.18","1.14","0.39","-0.42","0.25",""
"07/27/1984","1","1.02","1.03","0.45","-0.39","0.26",""
"08/03/1984","0.9","0.86","0.92","0.49","-0.36","0.28",""
"08/10/1984","0.8","0.73","0.82","0.53","-0.34","0.3",""
"08/17/1984","0.72","0.64","0.72","0.56","-0.31","0.32",""
"08/24/1984","0.64","0.59","0.64","0.59","-0.28","0.34",""
"08/31/1984","0.57","0.56","0.56","0.6","-0.25","0.37",""
"09/07/1984","0.51","0.55","0.5","0.61","-0.23","0.39",""
"09/14/1984","0.46","0.52","0.44","0.61","-0.2","0.41",""
"09/21/1984","0.41","0.48","0.38","0.61","-0.17","0.43",""
"09/28/1984","0.36","0.42","0.32","0.61","-0.15","0.45","-0.97"
"10/05/1984","0.3","0.35","0.26","0.59","-0.13","0.47",""
"10/12/1984","0.25","0.28","0.2","0.58","-0.12","0.49",""
"10/19/1984","0.19","0.21","0.14","0.56","-0.11","0.51",""
"10/26/1984","0.14","0.15","0.08","0.54","-0.1","0.53",""
"11/02/1984","0.09","0.09","0.03","0.52","-0.1","0.55",""
"11/09/1984","0.04","0.04","-0.02","0.49","-0.11","0.57",""
"11/16/1984","-0","-0.01","-0.07","0.46","-0.12","0.58",""
"11/23/1984","-0.05","-0.05","-0.1","0.42","-0.14","0.6",""
"11/30/1984","-0.09","-0.09","-0.14","0.38","-0.16","0.61",""
"12/07/1984","-0.13","-0.12","-0.17","0.33","-0.18","0.62",""
"12/14/1984","-0.17","-0.15","-0.21","0.28","-0.2","0.64",""
"12/21/1984","-0.21","-0.19","-0.24","0.23","-0.22","0.65",""
"12/28/1984","-0.25","-0.24","-0.27","0.18","-0.25","0.66","-0.79"
"01/04/1985","-0.3","-0.3","-0.31","0.13","-0.27","0.66",""
"01/11/1985","-0.34","-0.36","-0.34","0.09","-0.3","0.67",""
"01/18/1985","-0.37","-0.4","-0.36","0.05","-0.32","0.68",""
"01/25/1985","-0.39","-0.42","-0.37","0.02","-0.34","0.68",""
"02/01/1985","-0.39","-0.42","-0.37","-0.01","-0.35","0.69",""
"02/08/1985","-0.38","-0.39","-0.35","-0.02","-0.37","0.69",""
"02/15/1985","-0.37","-0.35","-0.34","-0.03","-0.38","0.7",""
"02/22/1985","-0.35","-0.32","-0.32","-0.03","-0.39","0.7",""
"03/01/1985","-0.32","-0.29","-0.29","-0.02","-0.39","0.7",""
"03/08/1985","-0.3","-0.28","-0.28","-0.01","-0.39","0.71",""
"03/15/1985","-0.28","-0.27","-0.27","0.01","-0.39","0.71",""
"03/22/1985","-0.27","-0.27","-0.26","0.03","-0.38","0.71",""
"03/29/1985","-0.27","-0.26","-0.27","0.06","-0.37","0.71","-0.5"
"04/05/1985","-0.27","-0.27","-0.29","0.08","-0.36","0.72",""
"04/12/1985","-0.29","-0.3","-0.31","0.11","-0.35","0.72",""
"04/19/1985","-0.31","-0.34","-0.35","0.13","-0.34","0.72",""
"04/26/1985","-0.34","-0.4","-0.38","0.15","-0.34","0.72",""
"05/03/1985","-0.37","-0.46","-0.42","0.16","-0.33","0.73",""
"05/10/1985","-0.4","-0.52","-0.45","0.16","-0.32","0.73",""
"05/17/1985","-0.43","-0.57","-0.48","0.15","-0.31","0.74",""
"05/24/1985","-0.45","-0.59","-0.5","0.13","-0.3","0.74",""
"05/31/1985","-0.46","-0.6","-0.51","0.11","-0.29","0.75",""
"06/07/1985","-0.47","-0.57","-0.51","0.07","-0.28","0.75",""
"06/14/1985","-0.47","-0.53","-0.49","0.03","-0.27","0.76",""
"06/21/1985","-0.47","-0.47","-0.47","-0.01","-0.26","0.77",""
"06/28/1985","-0.45","-0.4","-0.44","-0.06","-0.24","0.77","-0.23"
"07/05/1985","-0.43","-0.33","-0.4","-0.11","-0.23","0.78",""
"07/12/1985","-0.41","-0.26","-0.37","-0.16","-0.21","0.78",""
"07/19/1985","-0.38","-0.21","-0.33","-0.21","-0.2","0.79",""
